account_id,report_date,age,employment_status,marital_status,dependents,region,internal_score,dpd,credit_utilization,macro_gdp_growth,macro_unemployment,macro_interest_rate,stage,default_flag
2841646,2/1/2019,25.0,Self-Employed,Divorced,4,East,,69,,2.11,7.44,1.97,2,0
3472189,5/1/2020,43.0,Self-Employed,Single,4,South,574.0,136,1.24,0.14,3.07,3.0,3,1
6044829,5/1/2021,59.0,Employed,Single,1,East,462.0,111,1.37,2.48,1.96,3.42,3,1
8554159,4/1/2020,25.0,Retired,Single,4,East,417.0,132,1.1,2.74,7.94,3.2,3,1
3901614,4/1/2018,26.0,Employed,Married,3,West,788.0,129,1.11,2.86,5.25,2.58,3,1
2897501,2/1/2020,22.0,Employed,Single,0,East,874.0,0,0.34,1.83,5.66,2.75,1,0
3901717,3/1/2020,,Employed,Single,1,North,719.0,88,0.15,0.45,6.15,3.66,2,0
9678376,3/1/2021,65.0,Unemployed,Married,2,East,691.0,0,0.83,2.51,5.18,3.53,2,0
6122930,8/1/2021,58.0,,Single,1,South,874.0,0,1.44,3.22,4.22,2.39,2,0
9604008,10/1/2022,42.0,Employed,Married,4,West,666.0,11,,1.09,5.46,3.96,2,0
3887757,5/1/2019,,Employed,Single,3,East,672.0,0,0.57,3.56,3.33,2.35,2,0
1460796,11/1/2022,60.0,,Married,2,South,416.0,136,0.34,0.5,6.62,4.65,3,1
3658571,10/1/2019,,Self-Employed,Single,1,South,436.0,103,0.98,3.82,7.32,2.91,3,1
9582447,6/1/2018,30.0,Unemployed,Married,1,East,864.0,2,0.18,2.52,3.28,2.94,1,0
8068931,7/1/2021,49.0,Employed,Married,1,North,696.0,166,0.49,2.12,5.19,3.18,3,1
9501424,9/1/2019,52.0,Retired,,0,East,787.0,111,0.9,1.86,4.64,2.2,3,1
1516409,9/1/2020,56.0,Unemployed,Single,4,East,417.0,142,0.52,2.12,3.67,2.75,3,1
2462603,10/1/2018,,Employed,Married,3,East,549.0,1,,2.31,6.41,2.88,2,0
9533879,7/1/2021,67.0,Employed,Divorced,3,West,795.0,0,1.21,4.57,2.93,2.71,2,0
9856884,9/1/2018,42.0,Employed,Married,0,East,394.0,17,0.65,1.99,4.58,2.56,2,0
2602970,1/1/2022,30.0,Unemployed,Married,0,South,663.0,116,1.25,2.48,4.65,3.17,3,1
2980290,6/1/2018,33.0,Employed,Married,4,East,702.0,22,1.2,2.44,5.97,2.48,2,0
5889084,1/1/2020,25.0,Employed,Married,0,West,889.0,71,0.25,1.43,2.88,3.26,2,0
3508749,5/1/2022,25.0,Employed,Married,4,North,,86,0.03,3.24,4.16,3.79,2,0
6003361,12/1/2020,32.0,Unemployed,Married,1,West,808.0,25,,1.72,5.6,3.09,2,0
3790358,1/1/2020,21.0,,Single,1,East,878.0,107,0.04,0.68,5.93,2.81,3,1
9763313,11/1/2021,,Self-Employed,Married,1,North,577.0,27,1.24,1.38,5.11,3.57,2,0
9106609,8/1/2020,,Employed,Single,1,South,843.0,5,0.05,0.85,4.82,2.95,1,0
5193060,3/1/2019,59.0,Employed,Single,1,North,523.0,90,0.17,0.81,5.1,2.88,3,1
7911855,8/1/2018,29.0,Employed,Single,0,South,788.0,23,1.14,0.18,2.99,3.41,2,0
1664468,3/1/2021,34.0,Employed,Divorced,0,South,340.0,75,0.88,1.91,6.17,4.09,2,0
3592670,6/1/2021,69.0,Employed,Single,1,East,547.0,115,1.48,2.02,6.22,3.06,3,1
8271476,7/1/2019,24.0,Employed,Single,1,North,820.0,122,1.31,1.97,5.73,3.37,3,1
3561913,8/1/2018,30.0,Employed,Married,3,North,,90,0.63,0.51,8.01,2.93,3,1
3042823,3/1/2022,21.0,,Married,4,West,884.0,43,,3.26,7.84,2.96,2,0
4177945,5/1/2021,64.0,Unemployed,Married,2,West,570.0,133,,1.0,3.96,3.47,3,1
8317619,1/1/2022,53.0,Employed,Single,2,West,,132,1.02,3.0,4.17,3.66,3,1
8076042,12/1/2021,49.0,Employed,Married,0,North,391.0,128,1.19,2.43,4.59,2.89,3,1
9418865,11/1/2018,46.0,Employed,Single,0,North,811.0,119,1.25,2.05,3.18,3.03,3,1
7494503,2/1/2022,62.0,,Single,4,West,,0,0.02,2.6,4.99,3.7,2,0
2094316,6/1/2021,50.0,Employed,Single,0,North,593.0,0,1.26,2.07,5.86,2.28,2,0
1402732,6/1/2021,29.0,Employed,Married,1,South,807.0,102,0.47,0.85,3.28,2.54,3,1
2521701,1/1/2018,59.0,Employed,Single,1,South,850.0,0,1.15,4.11,2.49,2.68,2,0
1298090,11/1/2022,61.0,Employed,Divorced,2,West,570.0,136,0.94,2.07,6.47,2.98,3,1
6859046,9/1/2020,,Employed,Married,1,West,307.0,114,0.74,2.11,5.74,2.62,3,1
9176958,1/1/2021,47.0,Employed,Married,3,East,852.0,0,1.48,1.02,3.87,3.18,2,0
1310375,11/1/2022,51.0,,Single,3,East,,129,1.36,2.76,1.38,2.61,3,1
6081502,4/1/2019,47.0,Employed,Married,2,East,406.0,90,0.2,0.9,3.67,4.59,3,1
3658505,7/1/2020,67.0,Self-Employed,Married,0,North,483.0,114,0.89,1.2,3.46,3.01,3,1
1990121,5/1/2020,45.0,Employed,Married,4,South,668.0,90,1.5,2.07,5.21,2.62,3,1
8463131,6/1/2018,54.0,,Single,0,West,879.0,0,0.98,1.49,4.15,2.99,2,0
6954632,3/1/2020,59.0,Employed,Married,3,North,736.0,0,0.06,-0.79,5.17,2.65,1,0
1095028,10/1/2022,34.0,Employed,Married,4,South,343.0,127,0.84,-0.1,5.23,3.05,3,1
3742974,3/1/2021,45.0,Employed,Single,0,East,715.0,66,0.57,0.98,4.83,3.84,2,0
5740039,6/1/2018,51.0,Retired,Single,0,South,,124,1.24,2.17,5.07,3.67,3,1
4296050,1/1/2018,21.0,Employed,Single,2,North,657.0,102,1.14,2.03,4.98,3.86,3,1
6139743,7/1/2022,62.0,Employed,Single,4,West,565.0,130,0.91,4.11,4.6,3.23,3,1
3667867,7/1/2018,22.0,Employed,Single,2,South,570.0,82,1.48,0.99,5.49,2.86,2,0
1415008,3/1/2021,25.0,Employed,Married,2,West,552.0,139,0.4,1.92,4.02,2.69,3,1
9592974,11/1/2018,27.0,Self-Employed,Single,1,South,768.0,0,0.39,1.39,4.81,3.08,2,0
5622942,3/1/2020,37.0,Unemployed,Married,1,East,855.0,0,0.04,1.39,7.48,3.48,1,0
4385659,10/1/2020,47.0,Employed,Single,0,North,738.0,1,0.06,2.12,5.38,3.64,1,0
6056861,2/1/2022,48.0,Unemployed,Married,4,West,621.0,3,0.33,3.43,6.35,2.94,2,0
6942654,9/1/2020,68.0,Self-Employed,Widowed,0,West,337.0,0,1.08,1.78,5.19,3.54,2,0
8228840,3/1/2018,65.0,Employed,,3,West,846.0,47,1.06,2.86,5.32,2.7,2,0
3189063,10/1/2018,54.0,,Single,0,West,584.0,63,1.26,2.26,3.92,3.58,2,0
4081091,12/1/2022,60.0,Self-Employed,Married,1,West,689.0,116,1.02,1.48,3.12,2.21,3,1
5460276,6/1/2018,43.0,,Single,3,West,510.0,90,0.7,-1.36,4.74,1.55,3,1
1070640,4/1/2018,25.0,Self-Employed,,2,North,688.0,173,1.37,1.93,7.68,2.53,3,1
6547094,11/1/2018,55.0,Retired,Divorced,4,South,319.0,133,1.19,1.24,5.21,3.25,3,1
1570451,12/1/2020,46.0,Unemployed,Married,1,South,610.0,90,0.61,1.16,5.82,3.42,3,1
7567304,11/1/2018,40.0,Self-Employed,Married,3,West,,0,1.35,0.81,4.58,3.2,2,0
2041566,8/1/2018,59.0,Unemployed,Married,0,West,317.0,109,0.8,2.62,6.32,2.71,3,1
9901674,5/1/2022,26.0,Self-Employed,Single,4,South,836.0,140,0.76,1.99,6.47,3.24,3,1
7843308,6/1/2019,57.0,Self-Employed,Married,0,West,643.0,0,0.14,2.51,3.76,1.69,2,0
6585709,6/1/2018,35.0,Retired,Single,1,East,401.0,121,0.67,0.98,3.41,3.66,3,1
8875889,9/1/2021,,Employed,Widowed,1,North,,16,1.05,1.53,3.54,3.27,2,0
7026988,7/1/2022,27.0,Employed,Single,1,North,382.0,129,,1.4,4.48,3.46,3,1
1996530,6/1/2021,,Employed,Married,2,West,836.0,111,1.48,0.7,5.87,2.14,3,1
1966649,3/1/2022,48.0,Employed,Divorced,2,North,433.0,114,0.84,1.76,0.02,3.01,3,1
2135627,11/1/2021,52.0,Unemployed,,2,East,672.0,98,1.49,4.53,5.78,2.83,3,1
1501590,6/1/2019,43.0,Employed,Single,1,West,572.0,98,,2.96,4.29,2.57,3,1
6744588,1/1/2022,30.0,Unemployed,Married,4,East,,58,0.68,0.82,4.83,3.27,2,0
3009606,10/1/2022,57.0,Employed,Single,4,South,878.0,0,0.46,2.49,5.01,3.27,1,0
2661909,2/1/2022,,Employed,Widowed,4,West,613.0,0,0.35,0.65,7.93,3.1,2,0
7339776,8/1/2018,59.0,Retired,Widowed,4,North,830.0,108,1.29,2.61,5.09,2.88,3,1
9802907,12/1/2019,33.0,Employed,Married,3,North,503.0,90,0.59,0.54,4.68,3.11,3,1
4239576,7/1/2018,40.0,,Married,2,North,559.0,3,0.2,1.38,5.69,2.46,2,0
1245144,10/1/2019,53.0,Retired,Single,4,North,,6,0.07,1.16,3.43,3.24,1,0
2208052,5/1/2022,28.0,,Married,0,East,492.0,9,1.42,1.04,3.7,3.32,2,0
9944718,8/1/2018,52.0,Employed,Single,1,South,,0,0.21,0.14,9.01,3.46,2,0
7011493,7/1/2022,56.0,,Married,4,North,413.0,0,0.63,4.1,2.52,2.83,2,0
2831094,5/1/2019,50.0,Employed,Single,1,South,422.0,82,0.27,1.47,4.11,3.73,2,0
5042879,5/1/2018,34.0,Employed,Married,0,West,643.0,119,0.97,2.37,4.72,2.72,3,1
3515419,10/1/2020,,,Married,3,West,612.0,90,0.65,1.94,4.61,4.18,3,1
2652131,8/1/2019,43.0,Employed,Single,0,West,481.0,124,0.16,1.53,6.01,2.41,3,1
5720642,10/1/2018,53.0,Unemployed,Married,3,West,398.0,118,0.1,1.54,2.47,1.62,3,1
8010131,9/1/2019,36.0,Employed,Single,4,East,615.0,2,0.41,1.8,5.11,3.23,2,0
4910197,9/1/2022,24.0,Employed,Married,0,East,549.0,130,1.15,0.97,4.55,2.55,3,1
6905950,7/1/2020,63.0,Employed,Single,1,South,554.0,11,1.01,2.79,4.98,3.44,2,0
5536119,11/1/2020,27.0,Employed,Married,2,West,626.0,90,1.25,3.05,3.97,3.57,3,1
9454364,12/1/2020,25.0,Retired,Married,2,North,880.0,13,0.09,1.87,5.36,3.58,1,0
9998604,6/1/2020,37.0,Employed,Married,2,East,391.0,117,1.18,2.48,3.46,2.44,3,1
4296903,6/1/2022,47.0,Employed,Single,0,South,852.0,53,1.29,1.42,3.24,3.19,2,0
8990001,5/1/2020,62.0,Employed,Married,3,North,,138,0.71,2.21,6.78,3.06,3,1
5580081,1/1/2020,34.0,Unemployed,Married,3,South,536.0,145,0.25,1.77,3.67,2.93,3,1
4861460,12/1/2021,37.0,Self-Employed,Single,3,East,563.0,157,0.66,1.38,5.35,2.2,3,1
8045209,2/1/2022,41.0,Unemployed,Married,0,South,899.0,23,1.14,2.39,1.74,2.44,2,0
1175211,2/1/2021,40.0,Employed,Single,3,South,394.0,97,0.98,2.44,2.83,2.2,3,1
7941245,6/1/2019,24.0,,Married,2,South,823.0,0,1.16,1.17,5.72,2.28,2,0
2656671,2/1/2021,21.0,Unemployed,Single,0,West,754.0,44,0.8,0.46,4.41,3.97,2,0
2512760,12/1/2019,21.0,Retired,Married,1,East,860.0,0,1.4,1.27,8.91,3.0,2,0
3538143,2/1/2019,55.0,Employed,Widowed,3,East,848.0,0,1.26,0.86,6.12,3.28,2,0
1828791,6/1/2019,63.0,Employed,Married,1,East,870.0,0,0.9,0.93,5.4,2.63,1,0
9578845,4/1/2021,66.0,Employed,Married,4,North,657.0,1,0.48,1.08,3.96,3.03,2,0
2983509,1/1/2021,61.0,Employed,Married,4,North,660.0,7,1.14,3.21,4.86,3.36,2,0
7619511,3/1/2020,24.0,Retired,Married,1,North,627.0,134,0.25,2.1,4.86,3.08,3,1
6559277,9/1/2019,53.0,Unemployed,Single,0,West,440.0,124,0.19,2.68,6.24,2.52,3,1
1785332,3/1/2021,56.0,Employed,Married,0,South,688.0,127,1.25,1.33,4.49,2.91,3,1
6686321,8/1/2020,32.0,Self-Employed,Married,3,West,491.0,115,1.27,1.17,3.34,2.66,3,1
9001482,6/1/2018,25.0,Retired,Single,4,West,651.0,86,,1.94,4.1,3.09,2,0
6304120,12/1/2020,62.0,Unemployed,Widowed,2,South,566.0,118,1.41,2.37,2.94,3.13,3,1
2012384,11/1/2020,38.0,Employed,Married,3,South,,0,1.38,2.45,6.47,3.07,2,0
3430525,1/1/2018,66.0,Employed,Divorced,2,East,,18,0.37,2.57,5.2,2.52,1,0
6754640,5/1/2018,39.0,,Single,1,East,550.0,138,0.51,1.01,3.73,3.55,3,1
4763122,1/1/2018,21.0,Employed,Married,4,East,516.0,7,1.36,1.92,4.46,2.72,2,0
9468865,9/1/2020,66.0,Employed,Widowed,4,North,495.0,128,,2.07,4.95,2.91,3,1
7879771,11/1/2020,31.0,Retired,Single,4,South,,121,,3.81,4.2,2.42,3,1
5109803,1/1/2021,43.0,Unemployed,Single,2,North,428.0,0,,1.42,5.63,3.95,2,0
6769049,12/1/2021,69.0,Self-Employed,Single,3,East,706.0,129,1.15,1.78,6.33,3.27,3,1
7166160,6/1/2019,68.0,Employed,Divorced,0,North,354.0,132,0.85,3.69,2.89,2.4,3,1
4835598,8/1/2020,37.0,Unemployed,Single,2,West,310.0,136,0.76,2.72,6.37,3.92,3,1
1874371,7/1/2022,59.0,Self-Employed,Single,3,North,311.0,115,0.92,2.79,6.35,3.38,3,1
9615797,12/1/2020,68.0,Employed,Single,2,South,816.0,31,1.45,2.24,3.61,3.33,2,0
3457184,4/1/2019,,Employed,Married,0,West,306.0,93,0.9,2.56,7.51,1.77,3,1
9033951,2/1/2021,29.0,Employed,Married,3,South,357.0,117,0.38,1.63,3.51,2.64,3,1
2297638,12/1/2021,28.0,,Married,1,East,720.0,116,1.39,1.62,6.34,2.86,3,1
7846192,2/1/2019,33.0,Employed,Married,0,North,518.0,117,1.06,1.73,3.05,3.7,3,1
7390459,12/1/2021,41.0,Self-Employed,Single,1,North,763.0,149,1.23,1.86,3.71,3.16,3,1
4047262,8/1/2018,67.0,Employed,Married,0,North,437.0,136,0.23,2.29,6.93,2.62,3,1
2935740,6/1/2020,43.0,Employed,Single,2,South,639.0,27,1.02,3.0,4.21,3.26,2,0
6872354,12/1/2018,67.0,Employed,Single,2,East,676.0,0,1.42,2.09,8.34,3.75,2,0
1734275,4/1/2021,44.0,Employed,Married,1,South,390.0,129,1.35,2.25,6.02,2.73,3,1
6538917,12/1/2018,,Employed,Married,3,South,730.0,19,0.05,1.49,2.93,3.92,1,0
9268541,3/1/2022,25.0,Unemployed,Married,3,South,567.0,108,0.9,2.63,4.16,3.06,3,1
7408929,2/1/2020,60.0,Unemployed,Single,4,West,570.0,0,0.69,2.84,6.24,2.43,2,0
4375957,2/1/2020,,Employed,,0,South,858.0,7,0.83,1.74,5.08,2.94,2,0
9890401,4/1/2022,62.0,Employed,Married,4,West,732.0,0,1.08,2.04,5.2,3.09,2,0
5583897,4/1/2018,21.0,Employed,Divorced,1,North,,106,1.21,0.56,3.52,3.37,3,1
2802466,4/1/2021,41.0,Self-Employed,Married,0,South,860.0,37,0.28,1.9,4.77,3.65,2,0
1125355,1/1/2020,47.0,Self-Employed,Divorced,4,East,719.0,53,1.23,2.26,3.17,3.91,2,0
9306681,8/1/2021,39.0,,Married,4,West,420.0,5,0.24,2.77,5.98,3.27,2,0
2008314,4/1/2022,38.0,Self-Employed,Single,0,South,320.0,104,0.78,1.75,4.14,2.74,3,1
4245988,12/1/2021,27.0,Employed,Married,3,West,404.0,47,,1.58,3.22,2.47,2,0
7545535,10/1/2021,39.0,Employed,,1,North,699.0,104,1.2,2.44,7.47,2.56,3,1
2546236,6/1/2020,40.0,Retired,Single,1,South,335.0,1,,2.23,4.01,2.84,2,0
5352892,10/1/2020,31.0,Employed,Single,3,East,618.0,5,0.48,1.49,6.07,2.74,2,0
6845447,9/1/2022,56.0,Retired,Single,1,South,720.0,104,0.9,1.66,5.23,2.2,3,1
2768967,1/1/2019,26.0,Unemployed,Married,1,West,385.0,63,0.81,1.27,4.15,2.42,2,0
7699144,6/1/2020,69.0,Employed,Widowed,0,South,858.0,15,1.21,3.08,4.69,2.98,2,0
6450652,1/1/2019,69.0,Unemployed,Single,1,East,464.0,116,0.97,3.0,6.32,3.2,3,1
8766824,6/1/2020,69.0,Self-Employed,Single,3,West,550.0,90,0.1,1.29,4.87,2.48,3,1
6276728,9/1/2022,59.0,Self-Employed,Divorced,0,South,,3,,1.1,4.53,2.82,2,0
4094235,7/1/2018,47.0,Employed,Single,2,North,873.0,54,1.02,1.76,5.85,2.58,2,0
7342869,1/1/2022,45.0,Employed,Married,2,East,650.0,0,1.07,1.22,4.81,3.38,2,0
4867500,10/1/2022,28.0,Unemployed,Single,0,East,532.0,29,0.42,0.9,2.5,2.64,2,0
8772580,9/1/2022,54.0,Unemployed,Single,3,East,707.0,112,1.12,2.76,5.89,2.84,3,1
9291860,11/1/2018,48.0,Unemployed,Married,3,West,821.0,1,1.32,1.41,5.1,2.52,2,0
8831038,5/1/2021,55.0,Employed,Single,1,West,871.0,16,0.86,2.17,4.11,3.46,2,0
9710506,11/1/2019,65.0,Employed,Married,3,North,522.0,57,1.32,1.76,6.0,3.35,2,0
8466027,7/1/2021,31.0,Unemployed,Married,4,West,705.0,81,,1.88,5.38,2.74,2,0
6755892,2/1/2021,,Unemployed,Married,1,North,812.0,93,0.9,1.73,4.07,3.71,3,1
1211830,6/1/2022,29.0,Unemployed,Married,2,South,321.0,0,0.06,3.58,2.16,3.22,2,0
5181726,8/1/2019,48.0,Unemployed,Married,1,North,637.0,39,0.39,2.65,4.14,1.95,2,0
6248575,2/1/2021,65.0,Employed,Single,2,North,315.0,117,,1.27,5.86,2.55,3,1
5817911,4/1/2019,32.0,Self-Employed,Married,2,North,525.0,130,0.01,1.32,4.98,3.61,3,1
9443353,9/1/2018,68.0,Unemployed,Divorced,3,North,526.0,133,0.49,1.33,3.57,1.88,3,1
5310518,1/1/2020,66.0,Unemployed,Married,3,South,875.0,0,1.37,1.52,6.99,3.01,2,0
1388076,4/1/2021,50.0,,Single,0,East,405.0,125,1.34,1.89,3.26,1.86,3,1
2879490,3/1/2018,53.0,Retired,Single,1,South,602.0,0,0.18,3.3,5.95,3.59,2,0
9434858,7/1/2018,24.0,Self-Employed,Married,3,South,733.0,27,0.47,1.12,6.37,3.29,2,0
7622766,9/1/2022,,Unemployed,Married,1,East,832.0,0,0.12,3.18,2.98,2.7,1,0
4885250,4/1/2019,,,Married,1,West,767.0,81,0.66,2.43,4.33,3.12,2,0
2099577,3/1/2018,,Self-Employed,Single,1,West,,97,1.32,1.63,3.66,2.16,3,1
9368352,7/1/2018,57.0,Employed,Married,3,West,379.0,120,0.61,2.09,3.93,3.25,3,1
1192458,9/1/2022,42.0,,Single,0,West,410.0,0,1.13,2.55,5.68,2.34,2,0
4494708,11/1/2020,59.0,Retired,Married,3,East,753.0,90,,0.68,4.66,2.89,3,1
4053380,2/1/2018,63.0,Unemployed,Divorced,4,East,806.0,6,1.46,1.38,2.94,2.92,2,0
2473300,1/1/2020,61.0,Self-Employed,Single,0,West,825.0,7,0.25,3.27,4.13,3.56,1,0
9359922,2/1/2018,24.0,,Single,1,North,455.0,90,0.95,1.48,5.53,3.18,3,1
5184056,9/1/2021,25.0,Self-Employed,Single,4,East,567.0,112,1.29,1.99,6.94,3.55,3,1
9661957,1/1/2018,32.0,Self-Employed,,2,West,788.0,1,1.29,2.19,3.81,2.67,2,0
2600720,10/1/2020,42.0,Employed,Single,3,North,314.0,113,0.02,-0.69,7.27,2.88,3,1
2303306,5/1/2022,,Employed,Married,1,North,559.0,44,1.15,0.61,5.42,2.98,2,0
8272003,12/1/2022,64.0,Employed,Single,1,North,618.0,118,1.08,0.75,4.42,3.54,3,1
1407974,12/1/2020,21.0,Employed,Married,3,West,545.0,28,1.3,1.63,7.12,2.94,2,0
3382357,12/1/2018,39.0,Employed,Divorced,4,West,439.0,133,1.26,-0.19,4.23,1.82,3,1
7589154,9/1/2020,42.0,Unemployed,Single,3,South,,100,1.15,-0.31,5.67,3.06,3,1
1435477,2/1/2020,27.0,Employed,Single,3,South,456.0,65,0.51,1.77,3.92,3.85,2,0
8637174,4/1/2021,62.0,Employed,Single,4,East,,129,,3.1,7.32,2.21,3,1
8496110,2/1/2018,24.0,Self-Employed,Divorced,0,West,621.0,2,0.8,2.44,2.57,3.74,2,0
6396364,1/1/2022,37.0,Employed,Single,0,West,743.0,0,0.49,3.29,4.41,3.01,2,0
7790968,5/1/2021,31.0,Employed,Divorced,2,North,,8,0.35,2.11,5.38,3.0,1,0
6237196,4/1/2022,65.0,Employed,Divorced,2,North,544.0,116,0.99,1.52,6.41,3.28,3,1
3409381,12/1/2019,68.0,Self-Employed,Divorced,2,South,431.0,129,,1.22,5.05,2.88,3,1
7046914,10/1/2021,,Employed,Divorced,4,North,664.0,119,1.48,1.1,6.53,2.71,3,1
2750740,3/1/2021,65.0,Employed,,3,West,,11,0.67,3.31,7.03,2.25,2,0
6066112,5/1/2019,47.0,Retired,Married,3,South,793.0,84,0.95,3.3,7.53,3.49,2,0
8948140,9/1/2018,,Unemployed,Single,2,West,368.0,118,1.32,1.9,2.88,3.83,3,1
5577033,5/1/2021,36.0,,Single,0,East,382.0,148,1.25,3.04,4.95,2.89,3,1
8017403,10/1/2018,,Self-Employed,Single,3,West,448.0,115,0.83,2.13,6.13,2.61,3,1
6333152,7/1/2019,,Employed,Single,2,West,,118,0.79,2.78,4.4,3.99,3,1
6927997,4/1/2020,22.0,Unemployed,,4,North,835.0,51,0.03,2.36,5.24,2.27,2,0
6424441,10/1/2021,,Employed,Married,2,West,642.0,4,0.63,2.67,4.85,2.62,2,0
4806688,6/1/2022,43.0,Employed,Married,1,West,887.0,14,1.05,2.69,0.83,2.78,2,0
8932310,6/1/2019,35.0,Employed,Divorced,4,North,638.0,137,0.48,2.15,5.39,3.4,3,1
8951632,11/1/2019,67.0,,Widowed,3,West,814.0,0,0.29,2.11,4.87,3.11,1,0
9411855,1/1/2020,22.0,Unemployed,Married,2,West,,3,,1.97,6.7,3.88,2,0
7725275,1/1/2020,33.0,Self-Employed,Single,2,North,452.0,138,1.22,3.4,7.6,1.84,3,1
9197590,2/1/2019,30.0,Unemployed,,1,West,571.0,139,1.22,3.17,5.47,3.39,3,1
3681206,10/1/2019,39.0,Self-Employed,Married,0,East,807.0,102,1.29,3.45,4.19,3.12,3,1
1424528,8/1/2021,39.0,Retired,,1,West,663.0,0,0.27,1.91,5.48,2.94,2,0
7353300,1/1/2022,26.0,Self-Employed,Married,2,West,481.0,0,0.64,2.31,5.11,3.27,2,0
4045529,3/1/2018,46.0,Self-Employed,Single,2,North,374.0,115,0.97,2.69,5.21,3.67,3,1
5079441,9/1/2022,40.0,Employed,Single,2,East,571.0,0,0.67,1.36,6.8,3.28,2,0
5463158,1/1/2022,,Employed,Single,1,South,680.0,1,,1.84,2.82,2.92,2,0
6962413,10/1/2021,21.0,Employed,Divorced,4,West,846.0,0,,2.04,6.43,3.6,2,0
9271330,12/1/2018,,Employed,Single,4,East,591.0,123,0.77,0.7,2.32,3.45,3,1
6203916,9/1/2021,22.0,Self-Employed,Married,3,South,378.0,99,1.1,3.1,6.02,3.07,3,1
8558158,9/1/2022,44.0,Employed,,3,East,711.0,37,0.19,1.08,3.6,3.04,2,0
1786261,4/1/2019,24.0,Employed,Married,3,South,856.0,147,1.22,3.0,4.52,2.7,3,1
6130397,12/1/2020,36.0,Self-Employed,Single,0,East,654.0,0,1.4,1.26,4.77,3.16,2,0
6304509,8/1/2022,39.0,,Married,0,West,682.0,155,0.19,0.79,1.18,3.05,3,1
3765331,8/1/2018,58.0,Employed,Single,3,East,682.0,102,0.83,-0.05,4.37,3.76,3,1
4291987,12/1/2022,48.0,Employed,Married,4,South,860.0,90,0.43,3.47,4.34,3.83,3,1
5989904,12/1/2018,29.0,Employed,Single,4,East,416.0,0,0.15,3.42,5.05,2.63,2,0
5390020,10/1/2022,67.0,Employed,Widowed,3,West,799.0,34,0.97,1.04,7.35,2.21,2,0
5002981,11/1/2022,41.0,Unemployed,Married,3,South,679.0,94,1.04,1.89,4.91,2.56,3,1
2045482,8/1/2020,50.0,Self-Employed,Married,4,West,669.0,0,0.93,0.25,4.77,3.79,2,0
3444026,8/1/2021,28.0,Self-Employed,Married,1,East,679.0,0,0.83,1.39,2.04,3.21,2,0
6550560,10/1/2022,,Unemployed,,3,East,458.0,121,0.85,1.93,5.05,2.79,3,1
3380932,4/1/2019,63.0,,Divorced,1,North,862.0,0,1.38,1.72,4.62,3.0,2,0
2017481,1/1/2018,64.0,Self-Employed,Single,0,North,855.0,49,1.05,1.22,3.86,3.36,2,0
9480932,11/1/2021,,,Divorced,4,North,,8,0.57,1.97,5.22,3.21,2,0
6397662,6/1/2019,38.0,Employed,Married,2,North,755.0,2,1.0,2.22,4.96,2.31,2,0
7095929,10/1/2022,,Employed,Married,3,West,342.0,90,1.41,2.08,5.21,2.66,3,1
3235000,6/1/2018,25.0,,Single,1,West,859.0,92,0.62,2.03,5.26,2.0,3,1
9073461,1/1/2021,,Employed,Married,3,West,645.0,1,0.38,1.17,6.28,3.51,2,0
1647296,7/1/2018,54.0,Employed,Widowed,2,North,708.0,0,0.34,1.68,5.21,3.2,2,0
1322918,11/1/2019,51.0,Employed,Married,3,North,619.0,1,0.12,2.02,7.25,3.08,1,0
7517963,3/1/2022,52.0,Retired,Divorced,1,North,,5,,0.13,2.88,3.2,2,0
5846769,6/1/2021,55.0,,Married,2,South,485.0,0,0.35,3.07,6.42,2.71,2,0
5776415,12/1/2021,27.0,Unemployed,Divorced,0,South,613.0,123,1.42,1.05,6.01,2.65,3,1
1143704,5/1/2019,24.0,Self-Employed,Single,2,North,820.0,0,0.22,2.66,3.13,2.61,1,0
9774533,6/1/2018,52.0,Self-Employed,Married,3,East,592.0,2,0.85,2.43,6.06,2.89,2,0
9437712,3/1/2021,68.0,Self-Employed,Single,2,North,553.0,92,0.7,1.77,6.11,3.02,3,1
9324454,10/1/2019,28.0,Employed,Divorced,2,South,542.0,41,1.14,1.31,5.62,2.75,2,0
6655635,12/1/2021,38.0,Employed,Divorced,2,West,313.0,115,1.3,0.99,5.26,3.58,3,1
8303693,3/1/2021,45.0,Self-Employed,Divorced,1,West,573.0,124,1.08,1.86,4.73,3.89,3,1
4284321,2/1/2020,45.0,Employed,Married,1,West,617.0,5,0.38,2.04,4.92,3.87,2,0
2581530,5/1/2021,69.0,Retired,Single,4,East,590.0,78,1.29,2.61,7.62,2.62,2,0
8336302,11/1/2019,26.0,Employed,Married,0,East,573.0,1,0.94,1.82,6.29,3.26,2,0
6735630,9/1/2022,,Retired,Single,2,East,621.0,138,1.12,2.69,5.9,3.08,3,1
2268300,7/1/2020,,Self-Employed,Single,3,West,824.0,0,1.39,1.25,6.08,3.0,2,0
6053127,2/1/2018,21.0,Unemployed,Married,3,East,607.0,80,1.2,1.83,4.18,3.07,2,0
9415224,1/1/2018,26.0,Self-Employed,Married,2,South,821.0,40,1.2,1.02,2.33,4.58,2,0
7818753,5/1/2020,55.0,,Married,3,South,703.0,98,0.74,2.48,5.85,2.67,3,1
6439296,7/1/2018,38.0,Self-Employed,Single,2,South,868.0,95,,3.51,3.73,2.3,3,1
